Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	root_freqs[1]	root_freqs[2]	tree_length
0	-3806.493	-3952.692	146.1996	0.9144972	0.7630081	0.368305	0.631695	5.192191
6	-3811.184	-3955.576	144.3923	0.7656724	0.7630081	0.452187	0.547813	6.264074
12	-3811.912	-3955.389	143.4763	0.7632585	0.8431604	0.452187	0.547813	6.710525
18	-3797.349	-3941.121	143.7721	0.7863171	0.7881774	0.425044	0.574956	6.572734
24	-3807.359	-3953.008	145.6484	0.7532794	0.7881774	0.355634	0.644366	5.568149
30	-3806.061	-3950.983	144.9215	0.882439	0.7081214	0.427511	0.572489	5.949822
36	-3813.389	-3958.302	144.9136	0.785443	0.7928967	0.294191	0.705809	5.949822
42	-3811.028	-3956.851	145.8228	0.9268421	0.7493599	0.319071	0.680929	5.402646
48	-3807.908	-3954.098	146.1898	0.9885934	0.8514111	0.460653	0.539347	5.099103
54	-3803.815	-3950.854	147.0391	1.033349	0.6694294	0.360044	0.639956	4.725886
60	-3801.535	-3949.396	147.8615	0.9731385	0.7252752	0.389805	0.610195	4.255959
66	-3799.178	-3947.691	148.5132	1.202038	0.7741835	0.305108	0.694892	3.717792
72	-3804.804	-3952.65	147.8457	1.191142	0.6297731	0.388654	0.611346	4.21356
78	-3803.59	-3949.556	145.9657	1.062956	0.7432476	0.371847	0.628153	5.252892
84	-3800.379	-3945.424	145.0451	0.9495633	0.8386523	0.316576	0.683424	5.75909
90	-3807.584	-3951.493	143.9089	0.6935238	0.8322765	0.327372	0.672628	6.520949
96	-3811.505	-3958.501	146.9962	1.01544	0.8322765	0.325508	0.674492	4.646942
102	-3802.047	-3947.469	145.4219	0.9773925	1.004441	0.435942	0.564058	5.440015
108	-3801.945	-3946.902	144.957	0.898623	0.9679004	0.434513	0.565487	5.758788
114	-3818.284	-3963.308	145.0242	0.8542761	0.9460311	0.335945	0.664055	5.758658
120	-3805.503	-3950.146	144.6425	0.888623	1.130944	0.335945	0.664055	5.850177
126	-3812.347	-3958.648	146.3008	1.0073	1.170757	0.279045	0.720955	4.850055
132	-3820.424	-3967.443	147.0189	0.8918255	0.768821	0.410934	0.589066	4.745313
138	-3805.43	-3951.345	145.9151	0.84143	0.768821	0.419694	0.580306	5.385731
